geneSymbol,diseaseName
CD2AP,"Alzheimer Disease, Early Onset"
CD2AP,"NEPHROTIC SYNDROME, STEROID-RESISTANT, AUTOSOMAL RECESSIVE"
ZIM2,Adenoid Cystic Carcinoma
ZIM2,Salivary Gland Neoplasms
ZIM2,Malignant neoplasm of salivary gland
BACE1,Alzheimer's Disease
BACE1,Presenile dementia
BACE1,Schizophrenia
BACE1,Familial Alzheimer Disease (FAD)
BACE1,"Alzheimer Disease, Late Onset"
BACE1,Acute Confusional Senile Dementia
BACE1,"Alzheimer's Disease, Focal Onset"
BACE1,"Alzheimer Disease, Early Onset"
CBLC,"Leukemia, Myelocytic, Acute"
KCNE5,Atrial Fibrillation
KCNE5,Brugada Syndrome (disorder)
SSBP2,Bipolar Disorder
SSBP2,"Depression, Bipolar"
SSBP2,Manic Disorder
SSBP2,Prostatic Neoplasms
SSBP2,Manic
SSBP2,Malignant neoplasm of prostate
NUP62,Intellectual Disability
LRRC6,Kartagener Syndrome
LRRC6,Polynesian Bronchiectasis
LRRC6,Primary Ciliary Dyskinesia
LRRC6,"Ciliary Dyskinesia, Primary, 1, With Or Without Situs Inversus"
LY96,Rheumatoid Arthritis
LY96,Carcinoma
LY96,Cholestasis
LY96,Colorectal Carcinoma
LY96,Colorectal Neoplasms
LY96,"Liver Cirrhosis, Experimental"
LY96,Neoplasm Metastasis
LY96,Anaplastic carcinoma
LY96,"Carcinoma, Spindle-Cell"
LY96,Undifferentiated carcinoma
LY96,Carcinomatosis
TRIM29,Malignant neoplasm of breast
TRIM29,Glioma
TRIM29,mixed gliomas
TRIM29,Malignant Glioma
SLC7A11,Contact Dermatitis
SLC7A11,Neoplasm Metastasis
SLC7A11,Contact hypersensitivity
LSM5,Polycystic Ovary Syndrome
LSM5,Sclerocystic Ovaries
TMEFF2,Polycystic Ovary Syndrome
TMEFF2,Prostatic Neoplasms
TMEFF2,Malignant neoplasm of prostate
TMEFF2,Sclerocystic Ovaries
STX12,Malignant neoplasm of breast
SMPX,hearing impairment
SMPX,Nonsyndromic Deafness
SGK3,Malignant neoplasm of breast
RAB38,Colorectal Carcinoma
PRKD3,Weight Gain
PRKD3,Glioblastoma Multiforme
CADM1,Autistic Disorder
CADM1,Malignant neoplasm of breast
CADM1,Endogenous depression
CADM1,Depressive disorder
CADM1,Melancholia
CADM1,Unipolar Depression
CADM1,Depressive Syndrome
CADM1,"Depression, Neurotic"
CADM1,Breast Carcinoma
CADM1,"Mammary Neoplasms, Human"
CADM1,Mammary Neoplasms
CADM1,"Mammary Carcinoma, Human"
TMEM245,Schizophrenia
EID1,Mesothelioma
NPAP1,Colorectal Carcinoma
NPAP1,melanoma
BHMT2,Cleft upper lip
BHMT2,Cleft Palate
BHMT2,"Cleft palate, isolated"
AIPL1,Disorder of eye
AIPL1,Retinitis Pigmentosa
AIPL1,Leber Congenital Amaurosis
AIPL1,Cone-Rod Dystrophy 2
AIPL1,Ciliopathies
SDF2L1,Spontaneous abortion
SDF2L1,"Abortion, Tubal"
SDF2L1,Prostatic Neoplasms
SDF2L1,Malignant neoplasm of prostate
SDF2L1,Early Pregnancy Loss
SDF2L1,Miscarriage
PISD,Deafness
PISD,Microcephaly
PISD,Osteochondrodysplasias
PISD,Cataract
PISD,Intellectual Disability
MAFF,Juvenile-Onset Still Disease
MAFF,Juvenile arthritis
MAFF,Juvenile psoriatic arthritis
MAFF,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
MAFF,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
IL17RA,Brain Ischemia
IL17RA,Inflammation
IL17RA,Cerebral Ischemia
FLRT3,Spontaneous abortion
FLRT3,"Abortion, Tubal"
FLRT3,Kallmann Syndrome
FLRT3,Idiopathic hypogonadotropic hypogonadism
FLRT3,Early Pregnancy Loss
FLRT3,Miscarriage
BRD1,Bipolar Disorder
BRD1,Adenoid Cystic Carcinoma
BRD1,Schizophrenia
APOL2,Cannabis Abuse
APOL2,Cannabis Dependence
APOL2,Cocaine Abuse
APOL2,Hashish Abuse
APOL2,Marijuana Abuse
APOL2,Schizophrenia
APOL2,Cannabis-Related Disorder
APOL2,Cocaine-Related Disorders
APOL2,Cocaine Dependence
MTCH2,Obesity
KIF4A,Liver carcinoma
KIF4A,Intellectual Disability
IFIT5,Influenza
EML2,Colorectal Carcinoma
FTSJ1,"Mental Retardation, X-Linked 1"
FTSJ1,"Mental Retardation, X-Linked Nonsyndromic"
PANX1,"Hepatitis, Toxic"
PANX1,"Liver Failure, Acute"
PANX1,Drug-Induced Liver Disease
PANX1,"Hepatitis, Drug-Induced"
PANX1,Drug-Induced Acute Liver Injury
PANX1,Chemical and Drug Induced Liver Injury
PANX1,Chemically-Induced Liver Toxicity
FJX1,Brain Neoplasms
FJX1,Malignant neoplasm of brain
FJX1,"Benign neoplasm of brain, unspecified"
FJX1,"Brain Tumor, Primary"
FJX1,Recurrent Brain Neoplasm
FJX1,Primary malignant neoplasm of brain
FJX1,"Neoplasms, Intracranial"
PRPF6,Disorder of eye
PRPF6,Retinitis Pigmentosa
ZNF318,Malignant neoplasm of breast
RASGRP3,"Lupus Erythematosus, Systemic"
RASGRP3,Libman-Sacks Disease
RAD54B,Malignant tumor of colon
RAD54B,Reticulosarcoma
RAD54B,"Lymphoma, Mixed-Cell"
RAD54B,"Lymphoma, Non-Hodgkin"
RAD54B,"Lymphoma, Undifferentiated"
RAD54B,High Grade Lymphoma (neoplasm)
RAD54B,"Lymphoma, Intermediate-Grade"
RAD54B,Low Grade Lymphoma (neoplasm)
RAD54B,Diffuse Mixed-Cell Lymphoma
RAD54B,"Lymphoma, Small Noncleaved-Cell"
RAD54B,"Lymphoma, Diffuse"
RAD54B,"Lymphoma, Non-Hodgkin, Familial"
TMEM59L,Corpus Luteum Cyst
TMEM59L,Ovarian Cysts
CFAP45,Malignant mesothelioma
CIZ1,Dystonia
CIZ1,Prostatic Neoplasms
CIZ1,Malignant neoplasm of prostate
CIZ1,"Dystonia, Paroxysmal"
CIZ1,"Dystonia, Diurnal"
CIZ1,"Dystonia, Limb"
FBXO7,Dystonia
FBXO7,"Parkinsonism, Juvenile"
FSCN2,Disorder of eye
FSCN2,Retinitis Pigmentosa
PGLS,"Osteoporosis, Age-Related"
PGLS,Osteoporosis
PGLS,"Osteoporosis, Senile"
PGLS,Post-Traumatic Osteoporosis
QPCT,Chronic Lymphocytic Leukemia
QPCT,melanoma
QPCT,"Dermatitis, Allergic Contact"
SLC39A6,Malignant neoplasm of breast
SLC39A6,"Liver Cirrhosis, Experimental"
SLC39A6,Neoplasm Metastasis
SLC39A6,Squamous cell carcinoma of esophagus
SLC39A6,Breast Carcinoma
SLC39A6,"Mammary Neoplasms, Human"
SLC39A6,Mammary Neoplasms
SLC39A6,"Mammary Carcinoma, Human"
LMOD1,Coronary Arteriosclerosis
LMOD1,Endometriosis
LMOD1,Endometrioma
LMOD1,Coronary Artery Disease
SPDEF,ovarian neoplasm
SPDEF,Malignant neoplasm of ovary
BAMBI,Cardiomegaly
BAMBI,Heart failure
BAMBI,Congestive heart failure
BAMBI,Left-Sided Heart Failure
BAMBI,Liver Cirrhosis
BAMBI,"Heart Failure, Right-Sided"
BAMBI,"Fibrosis, Liver"
BAMBI,Cardiac Hypertrophy
BAMBI,Myocardial Failure
BAMBI,Heart Decompensation
RHBDD3,Drug abuse
RHBDD3,Drug habituation
RHBDD3,Drug Use Disorders
RHBDD3,"Organic Mental Disorders, Substance-Induced"
RHBDD3,Substance Dependence
RHBDD3,Substance Use Disorders
RHBDD3,Substance-Related Disorders
RHBDD3,Substance abuse problem
RHBDD3,Drug Dependence
RHBDD3,Prescription Drug Abuse
ATXN10,Nephronophthisis
ATXN10,Ciliopathies
TNFAIP8,"Liver Cirrhosis, Experimental"
TNFAIP8,Neoplasm Metastasis
TNFAIP8,Juvenile-Onset Still Disease
TNFAIP8,Squamous cell carcinoma of esophagus
TNFAIP8,Juvenile arthritis
TNFAIP8,Juvenile psoriatic arthritis
TNFAIP8,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
TNFAIP8,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
KLK5,Prostatic Neoplasms
KLK5,Malignant neoplasm of prostate
NOCT,"Liver Cirrhosis, Experimental"
PRDX5,Alopecia Areata
PRDX5,Malignant neoplasm of breast
PRDX5,Malignant neoplasm of stomach
PRDX5,Stomach Neoplasms
PRDX5,Hereditary Diffuse Gastric Cancer
FBXL2,Colorectal Carcinoma
TXN2,Status Dysraphicus
TXN2,Spina Bifida
TXN2,Rachischisis
TMEM184B,"Liver Cirrhosis, Experimental"
SULT4A1,Schizoaffective Disorder
SULT4A1,Schizophrenia
NIPBL,"Bone Diseases, Developmental"
NIPBL,Malignant neoplasm of breast
NIPBL,Congenital Heart Defects
NIPBL,Craniofacial Abnormalities
COG4,Precancerous Conditions
COG4,"Condition, Preneoplastic"
METTL7A,Endometriosis
METTL7A,Endometrioma
ASF1A,melanoma
YIPF3,Renal Cell Carcinoma
YIPF3,Conventional (Clear Cell) Renal Cell Carcinoma
YIPF3,Chromophobe Renal Cell Carcinoma
YIPF3,Sarcomatoid Renal Cell Carcinoma
YIPF3,Collecting Duct Carcinoma of the Kidney
YIPF3,Papillary Renal Cell Carcinoma
ARMC8,Polydactyly
BRMS1,Neoplasm Invasiveness
BRMS1,Neoplasm Metastasis
WHRN,Bipolar Disorder
WHRN,Disorder of eye
WHRN,hearing impairment
WHRN,Nonsyndromic Deafness
WHRN,Ciliopathies
PRKD2,Chronic Lymphocytic Leukemia
PRKD2,Polycystic Ovary Syndrome
PRKD2,Adenocarcinoma of lung (disorder)
PRKD2,Gastric Adenocarcinoma
PRKD2,Sclerocystic Ovaries
RPL36,"Anemia, Diamond-Blackfan"
MXRA5,Non-Small Cell Lung Carcinoma
MXRA5,Carcinoma of lung
POC1A,Dwarfism
POC1A,Primary microcephaly
ABI3BP,Endometriosis
ABI3BP,Unipolar Depression
ABI3BP,Endometrioma
ABI3BP,Major Depressive Disorder
PAMR1,"Liver Cirrhosis, Experimental"
PAMR1,Liver carcinoma
PLEKHG4,Spinocerebellar Ataxia Type 4
RCHY1,Lung Neoplasms
RCHY1,Disease Exacerbation
RCHY1,Malignant neoplasm of lung
MTHFD1L,Colorectal Carcinoma
OLFML2B,"Liver Cirrhosis, Experimental"
OLFML2B,Liver carcinoma
POT1,Autosome Abnormalities
POT1,Malignant neoplasm of skin
POT1,Chromosome Aberrations
POT1,Glioma
POT1,Chronic Lymphocytic Leukemia
POT1,melanoma
POT1,Skin Neoplasms
POT1,mixed gliomas
POT1,Malignant Glioma
POT1,Small Lymphocytic Lymphoma
POT1,"B-CELL MALIGNANCY, LOW-GRADE"
POT1,Familial Atypical Mole Melanoma Syndrome
RTTN,Primary microcephaly
RTTN,Intellectual Disability
NDUFAF3,Mitochondrial Diseases
NDUFAF3,MITOCHONDRIAL COMPLEX I DEFICIENCY
PTPN23,Intellectual Disability
CLIC4,Degenerative polyarthritis
CLIC4,Prostatic Neoplasms
CLIC4,Weight Gain
CLIC4,Osteoarthrosis Deformans
CLIC4,Malignant neoplasm of prostate
WWTR1,Muscular Atrophy
WWTR1,Neurogenic Muscular Atrophy
SAMHD1,Dystonia
SAMHD1,Moyamoya Disease
SAMHD1,Seizures
SAMHD1,Autoinflammatory disorder
SIN3A,Dwarfism
SIN3A,Profound Mental Retardation
SIN3A,"Mental Retardation, Psychosocial"
SIN3A,Microcephaly
SIN3A,Craniofacial Abnormalities
SIN3A,Mental deficiency
SIN3A,Autism Spectrum Disorders
SIN3A,Microlissencephaly
SIN3A,Intellectual Disability
SIN3A,Severe Congenital Microcephaly
PNKD,Renal Cell Carcinoma
PNKD,Conventional (Clear Cell) Renal Cell Carcinoma
PNKD,Chromophobe Renal Cell Carcinoma
PNKD,Sarcomatoid Renal Cell Carcinoma
PNKD,Collecting Duct Carcinoma of the Kidney
PNKD,Papillary Renal Cell Carcinoma
KANK2,"Heart Failure, Diastolic"
SH2B1,Obesity
MMACHC,"Cardiomyopathy, Familial Idiopathic"
TIPARP,"Alcoholic Intoxication, Chronic"
TIPARP,ovarian neoplasm
TIPARP,Malignant neoplasm of ovary
CHMP2B,Amyotrophic Lateral Sclerosis
CHMP2B,Dystonia
CHMP2B,Amyotrophic Lateral Sclerosis With Dementia
CHMP2B,"Amyotrophic Lateral Sclerosis, Guam Form"
DNAH1,Kartagener Syndrome
DNAH1,Polynesian Bronchiectasis
DNAH1,Primary Ciliary Dyskinesia
DNAH1,"Ciliary Dyskinesia, Primary, 1, With Or Without Situs Inversus"
C2CD3,Saldino-Noonan Syndrome
C2CD3,Polydactyly
C2CD3,Gastrointestinal Stromal Tumors
C2CD3,Gastrointestinal Stromal Sarcoma
TKFC,"Liver Cirrhosis, Experimental"
TKFC,Cataract
TKFC,Liver Dysfunction
TKFC,Developmental delay (disorder)
TKFC,Global developmental delay
ZZZ3,Colorectal Carcinoma
SPATS2L,Atrial Fibrillation
SPATS2L,Paroxysmal atrial fibrillation
SPATS2L,Persistent atrial fibrillation
SPATS2L,familial atrial fibrillation
TENM4,Bipolar Disorder
TENM4,"Depression, Bipolar"
TENM4,Manic Disorder
TENM4,Psychotic Disorders
TENM4,Schizophrenia
TENM4,Manic
TENM4,Nonorganic psychosis
NSMF,Carcinoma
NSMF,"Liver Cirrhosis, Experimental"
NSMF,Animal Mammary Neoplasms
NSMF,"Mammary Neoplasms, Experimental"
NSMF,Kallmann Syndrome
NSMF,Anaplastic carcinoma
NSMF,"Carcinoma, Spindle-Cell"
NSMF,Undifferentiated carcinoma
NSMF,Carcinomatosis
NSMF,"Mammary Carcinoma, Animal"
RPAP1,Colorectal Carcinoma
LRIG1,Atrial Fibrillation
LRIG1,Paroxysmal atrial fibrillation
LRIG1,Persistent atrial fibrillation
LRIG1,familial atrial fibrillation
TMEM98,Microphthalmos
IPCEF1,"Dermatitis, Allergic Contact"
SIPA1L1,Malignant neoplasm of breast
SIPA1L1,Weight Gain
SIPA1L1,Juvenile-Onset Still Disease
SIPA1L1,"Heart Failure, Diastolic"
SIPA1L1,Juvenile arthritis
SIPA1L1,Juvenile psoriatic arthritis
SIPA1L1,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
SIPA1L1,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
CHD5,Malignant neoplasm of breast
CHD5,Colorectal Carcinoma
CHD5,Colorectal Neoplasms
CHD5,Neuroblastoma
SS18L1,AMYOTROPHIC LATERAL SCLEROSIS 1
SETBP1,Multiple congenital anomalies
SETBP1,Malignant neoplasm of breast
SETBP1,Colorectal Carcinoma
SETBP1,Profound Mental Retardation
SETBP1,Language Delay
SETBP1,Language Development Disorders
SETBP1,"Leukemia, Monocytic, Chronic"
SETBP1,"Leukemia, Myelocytic, Acute"
SETBP1,Myeloid Leukemia
SETBP1,"Myeloid Leukemia, Chronic"
SETBP1,"Mental Retardation, Psychosocial"
SETBP1,Weight Gain
SETBP1,Speech Delay
SETBP1,Juvenile Myelomonocytic Leukemia
SETBP1,Craniofacial Abnormalities
SETBP1,Semantic-Pragmatic Disorder
SETBP1,Breast Carcinoma
SETBP1,"Auditory Processing Disorder, Central"
SETBP1,Mental deficiency
SETBP1,"Mammary Neoplasms, Human"
SETBP1,Mammary Neoplasms
SETBP1,Neurodevelopmental Disorders
SETBP1,MYELODYSPLASTIC SYNDROME
SETBP1,Intellectual Disability
SETBP1,"Mammary Carcinoma, Human"
CNTNAP2,"Alcoholic Intoxication, Chronic"
CNTNAP2,Autistic Disorder
CNTNAP2,Bipolar Disorder
CNTNAP2,Epilepsy
CNTNAP2,Language Delay
CNTNAP2,Language Development Disorders
CNTNAP2,Parkinson Disease
CNTNAP2,Schizophrenia
CNTNAP2,Unipolar Depression
CNTNAP2,"Epilepsy, Cryptogenic"
CNTNAP2,Small cell carcinoma of lung
CNTNAP2,Aura
CNTNAP2,Speech Delay
CNTNAP2,Semantic-Pragmatic Disorder
CNTNAP2,Awakening Epilepsy
CNTNAP2,"Hyperkinesia, Generalized"
CNTNAP2,"Auditory Processing Disorder, Central"
CNTNAP2,Major Depressive Disorder
CNTNAP2,Autism Spectrum Disorders
CNTNAP2,Hyperkinesia
DNM3,Kidney Neoplasm
DNM3,Malignant neoplasm of kidney
AUTS2,Burkitt Lymphoma
AUTS2,"Diabetes Mellitus, Non-Insulin-Dependent"
AUTS2,Epilepsy
AUTS2,Schizophrenia
AUTS2,"Epilepsy, Cryptogenic"
AUTS2,Aura
AUTS2,Awakening Epilepsy
AUTS2,Precursor B-cell lymphoblastic leukemia
SENP6,Prostatic Neoplasms
SENP6,Malignant neoplasm of prostate
RAB11FIP5,Autistic Disorder
GIGYF2,Neurodevelopmental Disorders
APPL1,Malignant neoplasm of breast
APPL1,Diabetes Mellitus
APPL1,"Liver Cirrhosis, Experimental"
APPL1,Maturity onset diabetes mellitus in young
HACL1,Cholestasis
HACL1,"Hepatitis, Toxic"
HACL1,Drug-Induced Liver Disease
HACL1,"Hepatitis, Drug-Induced"
HACL1,Drug-Induced Acute Liver Injury
HACL1,Chemical and Drug Induced Liver Injury
HACL1,Chemically-Induced Liver Toxicity
GPSM1,Cocaine Abuse
GPSM1,Cocaine-Related Disorders
GPSM1,Cocaine Dependence
GGA1,Malignant neoplasm of breast
ABHD12,Disorder of eye
ABHD12,Sensorineural Hearing Loss (disorder)
ABHD12,Optic Atrophy
ABHD12,Retinitis Pigmentosa
ABHD12,Tremor
ABHD12,hearing impairment
TOR1AIP1,Malignant neoplasm of breast
EDRF1,Colorectal Carcinoma
TANC2,Epilepsy
TANC2,Seizures
TANC2,Neurodevelopmental Disorders
TANC2,Intellectual Disability
LDLRAP1,Hypercholesterolemia
LDLRAP1,"Hypercholesterolemia, Familial"
PRPF31,Disorder of eye
PRPF31,Retinitis Pigmentosa
EPC2,"Diabetes Mellitus, Non-Insulin-Dependent"
TCTN3,Disorder of eye
TCTN3,Polydactyly
TCTN3,Familial aplasia of the vermis
TCTN3,Disproportionate short stature
FGFR1OP2,Myeloproliferative disease
GAPVD1,"NEPHROTIC SYNDROME, STEROID-RESISTANT, AUTOSOMAL RECESSIVE"
SERBP1,Malignant neoplasm of stomach
SERBP1,Stomach Neoplasms
SERBP1,Disease Exacerbation
SERBP1,Hereditary Diffuse Gastric Cancer
TES,Glioblastoma
TES,"Liver Cirrhosis, Experimental"
TES,Giant Cell Glioblastoma
TES,Glioblastoma Multiforme
ZBTB20,Malignant neoplasm of stomach
ZBTB20,Precancerous Conditions
ZBTB20,Prostatic Neoplasms
ZBTB20,Stomach Neoplasms
ZBTB20,"Condition, Preneoplastic"
ZBTB20,Malignant neoplasm of prostate
ZBTB20,Hereditary Diffuse Gastric Cancer
TTLL3,Colorectal Carcinoma
TRAF3IP1,Majewski Syndrome
TRAF3IP1,Polydactyly
TRAF3IP1,Renal dysplasia and retinal aplasia (disorder)
ZNF658,Dermatologic disorders
RIBC2,Malignant neoplasm of breast
RIBC2,Breast Carcinoma
RIBC2,"Mammary Neoplasms, Human"
RIBC2,Mammary Neoplasms
RIBC2,"Mammary Carcinoma, Human"
ABCA12,Colorectal Carcinoma
ABCA12,Colorectal Neoplasms
ABCA12,Congenital Nonbullous Ichthyosiform Erythroderma
ABCA12,Pancreatic Ductal Adenocarcinoma
IFT172,Majewski Syndrome
IFT172,Retinitis Pigmentosa
IFT172,Saldino-Noonan Syndrome
IFT172,Short Rib-Polydactyly Syndrome
IFT172,Polydactyly
IFT172,Gastrointestinal Stromal Tumors
IFT172,Jeune thoracic dystrophy
IFT172,Bardet-Biedl Syndrome
IFT172,Gastrointestinal Stromal Sarcoma
INTS1,Cleft Palate
INTS1,Muscle hypotonia
INTS1,Cataract
INTS1,Global developmental delay
PTPN22,Rheumatoid Arthritis
PTPN22,Autoimmune Diseases
PTPN22,"Diabetes Mellitus, Insulin-Dependent"
PTPN22,Inflammatory Bowel Diseases
PTPN22,"Lupus Erythematosus, Systemic"
PTPN22,"Diabetes, Autoimmune"
PTPN22,Libman-Sacks Disease
PTPN22,Brittle diabetes
PTPN22,"Diabetes Mellitus, Ketosis-Prone"
PTPN22,"Diabetes Mellitus, Sudden-Onset"
FBXL3,Bipolar Disorder
FBXL3,Dwarfism
FBXL3,Short stature
FBXL3,"Short Stature, CTCAE"
FBXL3,Intellectual Disability
PHGDH,Malignant neoplasm of breast
PHGDH,Non-Small Cell Lung Carcinoma
PHGDH,Neoplastic Cell Transformation
PHGDH,Liver neoplasms
PHGDH,melanoma
PHGDH,Prostatic Neoplasms
PHGDH,Malignant neoplasm of liver
PHGDH,Malignant neoplasm of prostate
PHGDH,Breast Carcinoma
PHGDH,"Mammary Neoplasms, Human"
PHGDH,Mammary Neoplasms
PHGDH,"Mammary Carcinoma, Human"
STAP1,Hypercholesterolemia
B3GAT3,Craniofacial Abnormalities
B3GAT3,Familial thoracic aortic aneurysm and aortic dissection
TIAM2,Drug abuse
TIAM2,Drug habituation
TIAM2,Drug Use Disorders
TIAM2,"Organic Mental Disorders, Substance-Induced"
TIAM2,Substance Dependence
TIAM2,Substance Use Disorders
TIAM2,Substance-Related Disorders
TIAM2,Substance abuse problem
TIAM2,Drug Dependence
TIAM2,Prescription Drug Abuse
FBXL4,Seizures
LCE2B,Prostatic Neoplasms
LCE2B,Malignant neoplasm of prostate
CLEC4E,Lung diseases
CABYR,Colorectal Carcinoma
CABYR,Colorectal Neoplasms
BLOC1S6,Hermanski-Pudlak Syndrome
FBXW8,Malignant neoplasm of urinary bladder
FBXW8,Bladder Neoplasm
SLC13A4,"Hepatitis, Toxic"
SLC13A4,Liver Cirrhosis
SLC13A4,"Fibrosis, Liver"
SLC13A4,Drug-Induced Liver Disease
SLC13A4,"Hepatitis, Drug-Induced"
SLC13A4,Drug-Induced Acute Liver Injury
SLC13A4,Chemical and Drug Induced Liver Injury
SLC13A4,Chemically-Induced Liver Toxicity
FBXO9,"Liver Cirrhosis, Experimental"
FBXO8,Malignant neoplasm of breast
FBXO6,Toxic Epidermal Necrolysis
FBXO6,Stevens-Johnson Syndrome
FBXO6,Drug-Induced Stevens Johnson Syndrome
FBXO6,Mycoplasma-Induced Stevens-Johnson Syndrome
FBXO6,Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum
FBXO4,Malignant neoplasm of esophagus
HIBCH,Degenerative polyarthritis
HIBCH,Osteoarthrosis Deformans
VPS33B,Arthrogryposis
VPS33B,Cakut
TINF2,Growth Disorders
TINF2,Dyskeratosis Congenita
SACS,Colorectal Carcinoma
SACS,Inherited neuropathies
SACS,Atypical Inclusion-Body Disease
SACS,Familial Progressive Myoclonic Epilepsy
SACS,"Myoclonic Epilepsies, Progressive"
SACS,Action Myoclonus-Renal Failure Syndrome
SACS,Biotin-Responsive Encephalopathy
SACS,Dentatorubral-Pallidoluysian Atrophy
SACS,May-White Syndrome
SACS,Intellectual Disability
IL1RAPL2,Malignant neoplasm of breast
FGF20,Bipolar Disorder
FGF20,Mental Depression
FGF20,Depressive disorder
ARFGAP3,Malignant neoplasm of breast
AK5,Amphetamine-Related Disorders
AK5,Amphetamine Addiction
AK5,Amphetamine Abuse
FGF21,Alloxan Diabetes
FGF21,"Diabetes Mellitus, Experimental"
FGF21,"Diabetes Mellitus, Insulin-Dependent"
FGF21,"Diabetes Mellitus, Non-Insulin-Dependent"
FGF21,Fatty Liver
FGF21,Obesity
FGF21,Streptozotocin Diabetes
FGF21,"Diabetes, Autoimmune"
FGF21,Middle Cerebral Artery Syndrome
FGF21,Brittle diabetes
FGF21,Non-alcoholic Fatty Liver Disease
FGF21,Middle Cerebral Artery Thrombosis
FGF21,Middle Cerebral Artery Occlusion
FGF21,"Infarction, Middle Cerebral Artery"
FGF21,Middle Cerebral Artery Embolus
FGF21,Left Middle Cerebral Artery Infarction
FGF21,"Embolic Infarction, Middle Cerebral Artery"
FGF21,"Thrombotic Infarction, Middle Cerebral Artery"
FGF21,Right Middle Cerebral Artery Infarction
FGF21,Steatohepatitis
FGF21,Nonalcoholic Steatohepatitis
FGF21,"Diabetes Mellitus, Ketosis-Prone"
FGF21,"Diabetes Mellitus, Sudden-Onset"
MYCBP,Adenoid Cystic Carcinoma
EHF,Prostatic Neoplasms
EHF,Malignant neoplasm of prostate
GAPDHS,Alzheimer's Disease
GAPDHS,Presenile dementia
GAPDHS,Familial Alzheimer Disease (FAD)
GAPDHS,"Alzheimer Disease, Late Onset"
GAPDHS,Acute Confusional Senile Dementia
GAPDHS,"Alzheimer's Disease, Focal Onset"
GAPDHS,"Alzheimer Disease, Early Onset"
HSPB8,Glioblastoma Multiforme
LHX6,Schizophrenia
PTPN18,"Liver Cirrhosis, Experimental"
SEZ6L2,Autistic Disorder
NUPR1,Lipoidosis
NUPR1,"Liver Cirrhosis, Experimental"
NUPR1,Pancreatitis
NUPR1,"Heart Failure, Diastolic"
PPP1R14B,melanoma
PLEK2,Prostatic Neoplasms
PLEK2,Malignant neoplasm of prostate
SLC17A5,"Alcoholic Intoxication, Chronic"
SLC17A5,Hydrops Fetalis
SLC17A5,melanoma
CNNM4,Malignant neoplasm of breast
CNNM4,Disorder of eye
CNNM1,melanoma
HEYL,Malignant neoplasm of breast
HEYL,Breast Carcinoma
HEYL,"Mammary Neoplasms, Human"
HEYL,Mammary Neoplasms
HEYL,"Mammary Carcinoma, Human"
CHIC2,"Leukemia, Myelocytic, Acute"
CHIC2,"Acute Myeloid Leukemia, M1"
CHIC2,Acute Myeloid Leukemia (AML-M2)
TIMM10,Rhabdomyosarcoma
TIMM10,Adenocarcinoma of lung (disorder)
AGO1,"Alcoholic Intoxication, Chronic"
AGO1,Autistic Disorder
AGO1,Malignant mesothelioma
AGO1,Global developmental delay
AGO1,Generalized hypotonia
AGO1,Intellectual Disability
LATS2,Astrocytoma
LATS2,Adenocarcinoma of lung (disorder)
LATS2,Subependymal Giant Cell Astrocytoma
LATS2,Juvenile Pilocytic Astrocytoma
LATS2,Diffuse Astrocytoma
LATS2,Anaplastic astrocytoma
LATS2,Protoplasmic astrocytoma
LATS2,Gemistocytic astrocytoma
LATS2,Fibrillary Astrocytoma
LATS2,Pilocytic Astrocytoma
LATS2,Childhood Cerebral Astrocytoma
LATS2,Mixed oligoastrocytoma
LATS2,Cerebral Astrocytoma
LATS2,Intracranial Astrocytoma
LATS2,Grade I Astrocytoma
IL36RN,Pustulosis of Palms and Soles
IL36RN,Psoriasis
IL36RN,Autoinflammatory disorder
DAZAP1,Bipolar Disorder
DAZAP1,Malignant neoplasm of breast
DAZAP1,Schizophrenia
RGS17,Marijuana Abuse
RGS17,Amphetamine-Related Disorders
RGS17,Amphetamine Addiction
RGS17,Amphetamine Abuse
PCOLCE2,Amphetamine-Related Disorders
PCOLCE2,Amphetamine Addiction
PCOLCE2,Amphetamine Abuse
BSCL2,Oligospermia
BSCL2,Mood Disorders
GREM1,Colorectal Carcinoma
GREM1,Colorectal Neoplasms
GREM1,Malignant neoplasm of stomach
GREM1,Adenomatous Polyposis Coli
GREM1,Pulmonary Fibrosis
GREM1,Stomach Neoplasms
GREM1,Hereditary Diffuse Gastric Cancer
GREM1,"Polyposis, Adenomatous Intestinal"
GREM1,Familial Intestinal Polyposis
GREM1,"Alveolitis, Fibrosing"
ELP4,Gastrointestinal Stromal Tumors
ELP4,Gastrointestinal Stromal Sarcoma
RPS6KC1,Adenocarcinoma of lung (disorder)
RPS6KC1,Ovarian Mucinous Adenocarcinoma
RPS6KC1,Infiltrating duct carcinoma of female breast
HAVCR1,Drug toxicity
HAVCR1,Focal glomerulosclerosis
HAVCR1,"Hepatitis, Toxic"
HAVCR1,Kidney Diseases
HAVCR1,"Kidney Failure, Acute"
HAVCR1,Necrosis
HAVCR1,Proteinuria
